bug_id	tier	label	notes	lock+	lock-	R_ONCE	W_ONCE	atomic	data_race	title
CVE-2022-49639	C	NEEDS_REVIEW	no_real_sync_primitive	0	0	5	0	0	0	CVE-2022-49639
CVE-2022-49640	C	NEEDS_REVIEW	no_real_sync_primitive	0	0	0	1	0	0	CVE-2022-49640
CVE-2022-49641	C	PROBABLY_GOOD	cve+real_sync	0	0	1	1	0	0	CVE-2022-49641
CVE-2023-52578	C	NEEDS_REVIEW	no_real_sync_primitive	0	0	0	0	0	0	CVE-2023-52578
CVE-2023-52740	C	NEEDS_REVIEW	no_real_sync_primitive	0	0	0	0	0	0	CVE-2023-52740
CVE-2023-52771	C	NEEDS_REVIEW	no_real_sync_primitive	0	0	0	0	0	0	CVE-2023-52771
CVE-2023-52847	C	NEEDS_REVIEW	no_real_sync_primitive	0	0	0	0	0	0	CVE-2023-52847
CVE-2023-53046	C	PROBABLY_GOOD	cve+real_sync	1	0	0	0	0	0	CVE-2023-53046
CVE-2024-26861	C	PROBABLY_GOOD	cve+real_sync	0	0	2	1	0	0	CVE-2024-26861
CVE-2024-26862	C	PROBABLY_GOOD	cve+real_sync	0	0	2	1	0	0	CVE-2024-26862
CVE-2024-26984	C	PROBABLY_GOOD	cve+real_sync	0	0	0	0	0	0	CVE-2024-26984
CVE-2024-36899	C	NEEDS_REVIEW	no_real_sync_primitive	0	0	0	0	0	0	CVE-2024-36899
CVE-2024-50135	C	NEEDS_REVIEW	no_real_sync_primitive	0	0	0	0	0	0	CVE-2024-50135
CVE-2024-50297	C	NEEDS_REVIEW	no_real_sync_primitive	0	0	0	0	0	0	CVE-2024-50297
CVE-2024-53088	C	NEEDS_REVIEW	no_real_sync_primitive	0	0	0	0	0	0	CVE-2024-53088
CVE-2024-53100	C	NEEDS_REVIEW	no_real_sync_primitive	0	0	0	0	0	0	CVE-2024-53100
CVE-2024-53160	C	PROBABLY_GOOD	cve+real_sync	1	0	0	0	0	0	CVE-2024-53160
CVE-2024-53186	C	PROBABLY_GOOD	cve+real_sync	0	0	0	0	1	0	CVE-2024-53186
CVE-2025-21688	C	NEEDS_REVIEW	no_real_sync_primitive	0	0	0	0	0	0	CVE-2025-21688
CVE-2025-21718	C	NEEDS_REVIEW	no_real_sync_primitive	0	0	0	0	0	0	CVE-2025-21718
CVE-2025-21732	C	PROBABLY_GOOD	cve+real_sync	1	0	0	0	0	0	CVE-2025-21732
CVE-2025-21892	C	NEEDS_REVIEW	no_real_sync_primitive	1	1	0	0	0	0	CVE-2025-21892
CVE-2025-21938	C	NEEDS_REVIEW	no_real_sync_primitive	0	0	0	0	0	0	CVE-2025-21938
CVE-2025-21943	C	NEEDS_REVIEW	no_real_sync_primitive	0	0	0	0	0	0	CVE-2025-21943
CVE-2025-22036	C	NEEDS_REVIEW	no_real_sync_primitive	0	0	0	0	0	0	CVE-2025-22036
CVE-2025-38104	C	PROBABLY_GOOD	cve+real_sync	2	1	0	0	0	0	CVE-2025-38104
SYZBOT-00f7f5b884b117ee	B	PROBABLY_BAD	net-lock-removed=1	0	1	0	0	0	0	possible deadlock in __nilfs_error (3)
SYZBOT-011e4ea1da6692cf	B	NEEDS_REVIEW	tier=B_deadlock	0	0	0	0	0	0	possible deadlock in pipe_write
SYZBOT-015a92c50abf7973	B	NEEDS_REVIEW	tier=B_deadlock	0	0	0	0	0	0	possible deadlock in smc_shutdown (3)
SYZBOT-01affb1491750534	A	NEEDS_REVIEW	no_real_sync_primitive	0	0	0	0	0	0	KCSAN: data-race in process_one_work / process_one_work
SYZBOT-02a535c1117e6d07	A	PROBABLY_BAD	data_race_annot=1	0	0	0	0	0	1	KCSAN: data-race in vm_area_dup / vma_interval_tree_remove (2)
SYZBOT-061d370693bdd99f	A	PROBABLY_GOOD	kcsan+real_sync	1	0	0	0	0	0	KCSAN: data-race in __mod_timer / kvfree_call_rcu
SYZBOT-0789a72b46fd9143	A	PROBABLY_BAD	data_race_annot=6	0	0	6	6	0	6	KCSAN: data-race in tomoyo_domain_quota_is_ok / tomoyo_merge_path_acl (4)
SYZBOT-08f3e9d26e5541e1	A	PROBABLY_GOOD	kcsan+real_sync	0	0	1	1	0	0	KCSAN: data-race in process_srcu / synchronize_srcu
SYZBOT-0b272670f47bbf00	A	PROBABLY_GOOD	kcsan+real_sync	0	0	12	4	0	0	KCSAN: data-race in fib_alias_hw_flags_set / fib_alias_hw_flags_set
SYZBOT-0c155cd16222a6b8	A	PROBABLY_GOOD	kcsan+real_sync	0	0	3	2	0	0	KCSAN: data-race in __dev_queue_xmit / net_tx_action
SYZBOT-0e4bddc579aeb72e	A	NEEDS_REVIEW	no_real_sync_primitive	0	0	0	0	0	0	KCSAN: data-race in xfrm_sk_policy_insert / xfrm_sk_policy_insert (3)
SYZBOT-10a1def5445d4902	A	PROBABLY_GOOD	kcsan+real_sync	0	0	1	0	0	0	KCSAN: data-race in __skb_wait_for_more_packets / __udp_enqueue_schedule_skb
SYZBOT-123b88b9ddea8e98	A	PROBABLY_GOOD	kcsan+real_sync	0	0	4	0	0	0	KCSAN: data-race in tcp_add_backlog / tcp_grow_window.isra.0
SYZBOT-134336b86f728d6e	A	PROBABLY_GOOD	kcsan+real_sync	0	0	4	3	0	0	KCSAN: data-race in find_next_bit / rcu_report_exp_cpu_mult
SYZBOT-1651b5234028c294	A	PROBABLY_GOOD	kcsan+real_sync	0	0	12	3	0	0	KCSAN: data-race in ip_vs_add_service / ip_vs_out_hook
SYZBOT-16bae128392924ec	A	PROBABLY_GOOD	kcsan+real_sync	0	0	2	1	0	0	KCSAN: data-race in netlink_recvmsg / netlink_recvmsg (6)
SYZBOT-1b830cb1f67689d4	A	PROBABLY_GOOD	kcsan+real_sync	0	0	1	0	0	0	KCSAN: data-race in __skb_recv_udp / datagram_poll
SYZBOT-1c486d0b62032c82	A	NEEDS_REVIEW	no_real_sync_primitive	0	0	0	0	0	0	KCSAN: data-race in bprm_execve / copy_fs (4)
SYZBOT-1f27d25f8a179480	A	PROBABLY_GOOD	kcsan+real_sync	0	0	4	5	0	0	KCSAN: data-race in tcp_poll / tcp_queue_rcv
SYZBOT-241a778c1f735006	A	PROBABLY_GOOD	kcsan+real_sync	0	0	1	2	0	0	KCSAN: data-race in udpv6_queue_rcv_one_skb / udpv6_queue_rcv_one_skb
SYZBOT-250cfd1a3cbded62	A	PROBABLY_GOOD	kcsan+real_sync	0	0	1	0	0	0	KCSAN: data-race in __skb_wait_for_more_packets / __sock_queue_rcv_skb
SYZBOT-250e1a870af0ced3	A	PROBABLY_GOOD	kcsan+real_sync	0	0	2	2	0	0	KCSAN: data-race in __netlink_dump_start / netlink_recvmsg (5)
SYZBOT-25ceba325246fa6c	A	PROBABLY_GOOD	kcsan+real_sync	0	0	6	2	0	0	KCSAN: data-race in inet6_recvmsg / ipv6_setsockopt
SYZBOT-2737094b72705e0f	A	PROBABLY_GOOD	kcsan+real_sync	2	0	0	0	0	0	KCSAN: data-race in __inet_hash_connect / inet_getname
SYZBOT-282e13b9bc8ac284	A	PROBABLY_GOOD	kcsan+real_sync	0	0	9	1	0	0	KCSAN: data-race in sk_stream_wait_memory / tcp_ack
SYZBOT-2b946a3fd80caf97	A	PROBABLY_BAD	data_race_annot=1	0	0	0	0	0	1	KCSAN: data-race in io_sq_thread / io_sq_thread_park (9)
SYZBOT-2be2f8da254ea650	A	PROBABLY_GOOD	kcsan+real_sync	0	0	2	1	0	0	KCSAN: data-race in fanout_demux_rollover / fanout_demux_rollover
SYZBOT-2d373c9936c00d7e	A	NEEDS_REVIEW	no_real_sync_primitive	0	0	0	0	0	0	KCSAN: data-race in snd_seq_poll / snd_seq_pool_init
SYZBOT-2e4de7fe846aba66	A	NEEDS_REVIEW	no_real_sync_primitive	0	0	0	0	0	0	KCSAN: data-race in gro_normal_list.part.0 / napi_busy_loop
SYZBOT-30564052abaa0857	A	PROBABLY_GOOD	kcsan+real_sync	0	0	1	1	0	0	KCSAN: data-race in __skb_try_recv_datagram / sock_setsockopt
SYZBOT-30774a6acf6a2cf6	A	PROBABLY_BAD	data_race_annot=1	0	0	0	0	0	1	KCSAN: data-race in start_this_handle / start_this_handle
SYZBOT-30c996283da1e6ce	A	NEEDS_REVIEW	no_real_sync_primitive	0	0	0	0	0	0	KCSAN: data-race in tcp_chrono_stop / tcp_recvmsg
SYZBOT-319ed1769c007825	A	PROBABLY_BAD	data_race_annot=1	0	0	0	0	0	1	KCSAN: data-race in inode_doinit_with_dentry / selinux_file_open
SYZBOT-31ef9215c568bf85	A	NEEDS_REVIEW	no_real_sync_primitive	0	0	0	0	0	0	KCSAN: data-race in sit_tunnel_xmit / sit_tunnel_xmit
SYZBOT-347774706d75c17e	A	PROBABLY_GOOD	kcsan+real_sync	0	0	3	2	0	0	KCSAN: data-race in __dev_queue_xmit / pfifo_fast_dequeue
SYZBOT-35301db28c64310d	A	PROBABLY_GOOD	kcsan+real_sync	0	0	0	0	3	0	KCSAN: data-race in macsec_handle_frame / macsec_handle_frame (3)
SYZBOT-3536db46dfa58c57	A	PROBABLY_GOOD	kcsan+real_sync	0	0	1	0	0	0	KCSAN: data-race in bpf_lru_pop_free / bpf_lru_push_free
SYZBOT-371a9ea56d82de71	A	PROBABLY_GOOD	kcsan+real_sync	0	0	8	12	0	0	KCSAN: data-race in tcp_poll / tcp_recvmsg (2)
SYZBOT-373cf39d336f4370	A	PROBABLY_GOOD	kcsan+real_sync	0	0	16	0	0	0	KCSAN: data-race in sk_stream_wait_connect / tcp_disconnect (2)
SYZBOT-37918fd039da476c	A	NEEDS_REVIEW	no_real_sync_primitive	0	0	0	0	0	0	KCSAN: data-race in update_defense_level / update_defense_level (2)
SYZBOT-3872b8b1d5ece2a8	A	PROBABLY_GOOD	kcsan+real_sync	1	0	4	3	0	4	KCSAN: data-race in __rcu_read_unlock / sync_rcu_exp_select_node_cpus (2)
SYZBOT-392f4c8f5827466f	A	PROBABLY_GOOD	kcsan+real_sync	0	0	3	3	0	0	KCSAN: data-race in icmp_global_allow / icmp_global_allow
SYZBOT-3b6b32dc50537a49	A	PROBABLY_GOOD	kcsan+real_sync	0	0	1	2	0	0	KCSAN: data-race in __ep_remove / __fput (5)
SYZBOT-3c750be01dab672c	A	NEEDS_REVIEW	no_real_sync_primitive	0	0	0	0	0	0	KCSAN: data-race in io_sq_thread / io_uring_try_cancel_requests (12)
SYZBOT-3cc3a12efa69aa6f	A	PROBABLY_GOOD	kcsan+real_sync	4	1	0	0	0	0	KCSAN: data-race in register_netdevice / type_show (2)
SYZBOT-3d367d1df1d2b67f	A	PROBABLY_GOOD	kcsan+real_sync	3	0	0	0	0	0	KCSAN: data-race in snd_rawmidi_poll / snd_rawmidi_proceed
SYZBOT-3e77fd302e99f5af	A	PROBABLY_BAD	data_race_annot=2	0	0	0	0	0	2	KCSAN: data-race in io_submit_sqes / io_uring_show_fdinfo
SYZBOT-416320b6b3545cbf	A	PROBABLY_GOOD	kcsan+real_sync	0	0	6	5	0	0	KCSAN: data-race in __dev_queue_xmit / __dev_queue_xmit (5)
SYZBOT-417aeb05fd190f3a	A	PROBABLY_GOOD	kcsan+real_sync	1	0	0	0	0	0	KCSAN: data-race in __unmap_hugepage_range / alloc_surplus_hugetlb_folio
SYZBOT-419c4b42acc36c42	A	PROBABLY_BAD	data_race_annot=1	0	0	0	0	0	1	KCSAN: data-race in try_to_migrate_one / zap_page_range_single
SYZBOT-44cf88a58d91b12b	A	PROBABLY_GOOD	kcsan+real_sync	1	0	0	0	0	0	KCSAN: data-race in __ip4_datagram_connect / raw_bind (2)
SYZBOT-453b4249be2d6230	A	PROBABLY_GOOD	kcsan+real_sync	0	0	0	1	0	0	KCSAN: data-race in xfrm_lookup_with_ifid / xfrm_lookup_with_ifid (7)
SYZBOT-479918f96105d14c	A	NEEDS_REVIEW	no_real_sync_primitive	0	0	0	0	0	0	KCSAN: data-race in first_packet_length / udp_poll
SYZBOT-483d6c9b9231ea7e	A	PROBABLY_GOOD	kcsan+real_sync	0	0	5	1	0	0	KCSAN: data-race in p9_conn_cancel / p9_poll_workfn (9)
SYZBOT-4a03518df1e31b53	A	PROBABLY_GOOD	kcsan+real_sync	0	0	2	1	0	0	KCSAN: data-race in __es_find_extent_range / __es_find_extent_range (6)
SYZBOT-4a06d4373fd52f0b	A	PROBABLY_GOOD	kcsan+real_sync	0	0	1	0	0	0	KCSAN: data-race in inotify_handle_inode_event / inotify_remove_from_idr
SYZBOT-4b16e156132582a9	A	PROBABLY_GOOD	kcsan+real_sync	0	0	11	0	0	0	KCSAN: data-race in tcp_add_backlog / tcp_recvmsg
SYZBOT-4dfb96a94317a78f	A	PROBABLY_GOOD	kcsan+real_sync	0	0	4	1	0	0	KCSAN: data-race in call_rcu / rcu_gp_fqs_loop
SYZBOT-4f866e8996945198	A	NEEDS_REVIEW	no_real_sync_primitive	0	0	0	0	0	0	KCSAN: data-race in __skb_recv_udp / __udp_enqueue_schedule_skb
SYZBOT-4f8bfd804b4a1f95	A	PROBABLY_BAD	data_race_annot=1	0	0	0	0	0	1	KCSAN: data-race in sbitmap_queue_clear / sbitmap_queue_clear (3)
SYZBOT-516acdb03d3e27d9	A	PROBABLY_GOOD	kcsan+real_sync	0	0	1	0	0	0	KCSAN: data-race in __bpf_lru_list_rotate / bpf_lru_push_free (2)
SYZBOT-52cb782c704e243e	A	PROBABLY_GOOD	kcsan+real_sync	0	0	1	0	0	0	KCSAN: data-race in find_match / find_match
SYZBOT-52e3dbded1f71729	A	PROBABLY_GOOD	kcsan+real_sync	0	0	1	2	0	0	KCSAN: data-race in kcm_rfree / unreserve_rx_kcm (3)
SYZBOT-52fced2d288f8ecd	A	PROBABLY_BAD	data_race_annot=1	0	0	0	0	0	1	KCSAN: data-race in copy_process / copy_process (2)
SYZBOT-5366159cc4c1d817	A	PROBABLY_GOOD	kcsan+real_sync	0	0	1	2	0	0	KCSAN: data-race in mod_timer / run_timer_softirq
SYZBOT-548e316cdc0424e0	A	PROBABLY_GOOD	kcsan+real_sync	0	0	2	2	0	0	KCSAN: data-race in __ip4_datagram_connect / skb_set_owner_w (2)
SYZBOT-55e0fc8b1eed5bc0	A	PROBABLY_GOOD	kcsan+real_sync	0	0	9	1	0	0	KCSAN: data-race in tcp_ack / tcp_poll (2)
SYZBOT-565f500a8d3fb9b7	A	PROBABLY_GOOD	kcsan+real_sync	0	0	2	2	0	0	KCSAN: data-race in fib_create_info / free_fib_info
SYZBOT-5676077ba016d741	A	PROBABLY_GOOD	kcsan+real_sync	0	0	7	3	0	0	KCSAN: data-race in ip_finish_output2 / ip_tunnel_xmit
SYZBOT-576cc007eb9f2c96	A	NEEDS_REVIEW	no_real_sync_primitive	0	0	0	0	0	0	KCSAN: data-race in __snd_rawmidi_transmit_ack / snd_rawmidi_write
SYZBOT-5a486fef3de40e0d	A	NEEDS_REVIEW	no_real_sync_primitive	0	0	0	0	0	0	KCSAN: data-race in __se_sys_io_uring_register / io_sqe_files_register (3)
SYZBOT-5b22981f6d3c7be1	A	NEEDS_REVIEW	no_real_sync_primitive	0	0	0	0	0	0	KCSAN: data-race in br_handle_frame_finish / br_handle_frame_finish (8)
SYZBOT-5b3f051182e44d74	A	PROBABLY_GOOD	kcsan+real_sync	0	0	6	6	0	0	KCSAN: data-race in ip_finish_output2 / ip_finish_output2
SYZBOT-5c54bd3eb218bb59	A	NEEDS_REVIEW	no_real_sync_primitive	0	0	0	0	0	0	KCSAN: data-race in do_timer_create / do_timer_create (8)
SYZBOT-5cce5938c6c2c518	A	PROBABLY_GOOD	kcsan+real_sync	0	0	0	0	10	0	KCSAN: data-race in __ip_make_skb / __ip_make_skb
SYZBOT-5f188c38f1541db5	A	PROBABLY_GOOD	kcsan+real_sync	0	0	4	0	0	0	KCSAN: data-race in __tcp_select_window / tcp_add_backlog
SYZBOT-60192c8877d0bc92	A	PROBABLY_BAD	data_race_annot=1	0	0	0	0	0	1	KCSAN: data-race in try_to_migrate_one / zap_page_range_single_batched
SYZBOT-6182afad5045e670	A	PROBABLY_GOOD	kcsan+real_sync	0	0	2	1	0	0	KCSAN: data-race in rxrpc_peer_keepalive_worker / rxrpc_send_data_packet
SYZBOT-62955e4f963d38ab	A	PROBABLY_GOOD	kcsan+real_sync	0	0	4	6	0	0	KCSAN: data-race in tcp_event_new_data_sent / tcp_stream_memory_free
SYZBOT-630679ddf6c0deba	A	PROBABLY_GOOD	kcsan+real_sync	0	0	5	6	1	0	KCSAN: data-race in tcp_add_backlog / tcp_try_rmem_schedule
SYZBOT-63cbe31877bb80ef	A	NEEDS_REVIEW	no_real_sync_primitive	0	0	0	0	0	0	KCSAN: data-race in snd_seq_check_queue / snd_seq_control_queue (3)
SYZBOT-65c6c92d04304d0a	A	PROBABLY_GOOD	kcsan+real_sync	2	0	0	0	0	0	KCSAN: data-race in queue_access_lock / snd_seq_check_queue
SYZBOT-6a2a295ae3340e8e	A	PROBABLY_GOOD	kcsan+real_sync	0	0	6	12	0	0	KCSAN: data-race in tcp_sendmsg_locked / tcp_stream_memory_free
